,Fecha,Medio,Tipo de medio,Título,Resumen,Alcance
332,2025-05-12,EDT Estado del Tiempo MX (sitio),Portales Nacionales,Votan sí al proyecto Utopía en San Pedro Cuajimalpa pese a inconformes,"Ciudad de México.- En una jornada marcada por la participación comunitaria, vecinas y vecinos del Pueblo Originario San Pedro Cuajimalpa aprobaron mayoritariamente la construcción del proyecto Utopía, iniciativa impulsada por la jefa de Gobierno de la Ciudad de México, Clara Brugada Molina.",10100
333,2025-05-12,Al Momento MX (sitio),Portales Estatales,Votan sí al proyecto Utopía en San Pedro Cuajimalpa pese a inconformes,"En una jornada marcada por la participación comunitaria, vecinas y vecinos del Pueblo Originario San Pedro Cuajimalpa aprobaron mayoritariamente la construcción del proyecto Utopía, iniciativa impulsada por la jefa de Gobierno de la Ciudad de México, Clara Brugada Molina.",82600
334,2025-05-12,Alternativa TLX TLAX (sitio),Portales Estatales,Maíz Transgénico Amenaza la Biodiversidad y la Soberanía Alimentaria de México,Advierte la Asociación Nacional de Agrónomos egresados de la UAM,1630
335,2025-05-12,Municipios Puebla PUE (Sitio),Portales Estatales,Inteligencia artificial. Los 12 mejores perfiles masculinos para la SCJN (más uno),"El análisis buscó el equilibrio entre formación académica, experiencia jurisdiccional y de litigio estratégico, producción doctrinal, docencia y compromiso con derechos humanos",378500
336,2025-05-12,EdoMex 99.7 Uniradio,Radio FM,Egresados de la UAM se manifiestan en apoyo al movimiento estudiantil.,"Egresados y egresadas de la universidad se congregaron frente a la Casa del Estudiante para expresar su solidaridad con el movimiento estudiantil, ofreciendo respeto y apoyo en sus demandas. 
 
 Además, solicitaron la suspensión del proceso electoral para la rectoría. 
 
 En paralelo, este lunes, estudiantes de la misma institución continuaron manifestando sus inquietudes y demandas.",
337,2025-05-12,CAMP Campeche Hoy,Prensa Estatal,"El Chopo rumbo a los 45 años; de los choperos destacados, F. Victoriano",LA ROLLY SENAL ROLL RAMIR YGABY GAZCON Visita esta sección en nuesta web.,
338,2025-05-12,QROO Quintana Roo Hoy,Prensa Estatal,"El Chopo rumbo a los 15 años: de los choperos destacados, F. Victoriano",LA ROLLY SENAL ROLL RAMÍR YGABY GAZCON Visita esta sección en nuesta web.,
339,2025-05-12,Julio Astillero Youtube,TV Abierta,"En entrevista, Jacaranda Correa, periodista, habló sobre su nuevo programa en Canal 22.","En entrevista, Jacaranda Correa, periodista y especialista en investigación, expresa su preocupación por la desinformación y la manipulación mediática en el contexto actual. 
 
 Correa destaca el impacto de la investigación Televisa Leaks, que revela cómo los medios, especialmente Televisa, están contaminados por intereses políticos y económicos, utilizando campañas de desinformación para manipular la opinión pública. Subraya la responsabilidad de los periodistas, tanto de medios privados como públicos, para abordar este problema y defender el derecho a una información veraz. 
 
 Correa también menciona la importancia de discutir la Ley de Telecomunicaciones y la necesidad de que los medios públicos asuman un papel más activo en la investigación y crítica de la desinformación.",485000
340,2025-05-12,Voces y Jarillas EDO.MEX (Sitio),Portales Estatales,Chapingo es sede del 3° Encuentro Regional de Radios Universitarias,"La Universidad Autónoma Chapingo (UACh), a través de su emisora universitaria XEUACh Radio Chapingo, será anfitriona del 3° Encuentro Regional de la Red de Radios Universitarias de México (RRUM), el 14 de mayo, consolidándose como un espacio de diálogo abierto, colaboración y reflexión crítica entre emisoras universitarias, instituciones aliadas y medios públicos comprometidos con la comunicación educativa y cultural.",4000
341,2025-05-12,Canal 4 N+Foro TV,TV Abierta,Se aplazó para hoy la cuarta mesa de diálogo entre estudiantes de la UAM-Azcapotzalco y autoridades educativas.,"La cuarta mesa de diálogo entre estudiantes de la Universidad Autónoma Metropolitana, unidades Azcapotzalco y autoridades educativas, ha sido aplazada para hoy. 
 
 Desde el 21 de abril, un grupo de alumnos mantiene tomadas las instalaciones, argumentando que el instructivo de seguridad aprobado por las autoridades académicas vulnera sus derechos.",432000
342,2025-05-12,Sedema CDMX (sitio),Portales Estatales,"SEDEMA invita a la exposición ""Orquídeas y sus polinizadores"" en el Parque Ecológico Yecahuizotl, en Iztapalapa","La Secretaría del Medio Ambiente de la Ciudad de México, a través de la Dirección General del Sistema de Áreas Naturales Protegidas y Áreas de Valor Ambiental (DGSANPAVA), en coordinación con el Laboratorio de Biología de Monocotiledóneas de la Licenciatura en Biología de la Universidad Autónoma Metropolitana, Unidad Iztapalapa, invita a las y los habitantes a visitar la exposición Orquídeas y sus polinizadores, que será exhibida del 18 de mayo al 22 de junio en el Parque Ecológico Yecahuizotl, ubicado en el Área Natural Protegida Sierra de Santa Catarina, en la alcaldía Iztapalapa.",482000
343,2025-05-12,AMX Edo de Mex,TV Paga,La Facultad de Ingeniería de la UMYMEX apagó servidores de la DTI en protesta por elección virtual del nuevo rector.,"La Facultad de Ingeniería de la Universidad Autónoma Metropolitana-Xochimilco (UAM-X) ha emitido un comunicado en el que informa sobre la decisión de apagar los servidores de la Dirección de Tecnologías de la Información. 
 
 Esta acción, acordada de manera pacífica por todas las facultades, se lleva a cabo en protesta por la elección virtual del nuevo rector. 
 
 El personal técnico ha sido responsable de ejecutar esta medida, que busca exigir un proceso democrático que sea presencial y transparente dentro de la institución.",47800
344,2025-05-12,Periodismo y Ambiente CDMX (sitio),Portales Estatales,"Contaminación, transporte y espacio público deben abordarse desde políticas públicas","Contaminación, transporte y espacio público deben abordarse desde políticas públicas",17500
345,2025-05-12,La Jornada (sitio),Portales Nacionales,Celebra la UAM el segundo picnic infantil por la salud para combatir la obesidad,"El día lluvioso y nublado no fue obstáculo para que decenas de familias fueran al Picnic por la salud, el deporte y el rock, organizado por la Universidad Autónoma Metropolitana (UAM), dirigido a las infancias, en las instalaciones del Centro Nacional de las Artes (Cenart).",1290000
346,2025-05-12,Todo Texcoco MEX (sitio),Portales Estatales,Celebrará Chapingo tercer encuentro de radios universitarias,"La Universidad Autónoma Chapingo (UACh), a través de su emisora universitaria XEUACh Radio Chapingo, será anfitriona del 3° Encuentro Regional de la Red de Radios Universitarias de México (RRUM), el 14 de mayo, consolidándose como un espacio de diálogo abierto, colaboración y reflexión crítica entre emisoras universitarias, instituciones aliadas y medios públicos comprometidos con la comunicación educativa y cultural.",52200
347,2025-05-12,La Jornada (sitio),Portales Nacionales,Organiza la UAM Picnic por la salud,"El día lluvioso y nublado no fue obstáculo para que decenas de familias asistieran al Picnic por la salud, el deporte y el rock organizado por la Universidad Autónoma Metropolitana (UAM), dirigido a las infancias, en las instalaciones del Centro Nacional de las Artes (Cenart).",1290000
348,2025-05-12,Diario El Independiente BCS (sitio),Portales Estatales,Elección judicial: Acuerdan INE y UAM producir tinta indeleble,Estado de,49700
349,2025-05-12,Canal 11 Once,TV Abierta,INE firma convenio con el IPN y la UAM para la producción de tinta indeleble para elecciones.,"El Instituto Nacional Electoral (INE) ha firmado un convenio con el Instituto Politécnico Nacional (IPN) y la Universidad Autónoma Metropolitana (UAM) en su unidad Xochimilco, en preparación para las elecciones del 1 de junio. 
 
 El IPN se encargará de la producción de la tinta indeleble que se utilizará en este proceso electoral, mientras que la UAM certificará que cumpla con los estándares de calidad requeridos. 
 
 Guadalupe Taddei, presidenta consejera del INE, destacó la importancia de esta tinta, inventada por Filiberto Vázquez Dávila, quien ha sido reconocido por su contribución a la seguridad electoral en México desde 1994. 
 
 En las elecciones federales de 2024, se prevé utilizar 350,000 botellas de este líquido, con 180,000 envases destinados a las elecciones del Poder Judicial. 
 
 Vázquez Dávila, investigador del IPN, subrayó la importancia del envase de seguridad adaptado a la fórmula del pigmentador, como parte integral del sistema de seguridad electoral.",3780000
350,2025-05-12,Canal 2 Las Estrellas,TV Abierta,El INE firmó un convenio con el IPN para elaborar la tinta indeleble que se usará en la elección judicial del 1 de junio.,"El Instituto Nacional Electoral (INE) ha suscrito un convenio de colaboración con el Instituto Politécnico Nacional (IPN) para la producción de la tinta indeleble que se empleará en la elección judicial programada para el 1 de junio. 
 
 La Universidad Autónoma Metropolitana (UAM) será la encargada de certificar que la tinta sea imposible de borrar. 
 
 Para este proceso electoral, se prevé el uso de 178,000 aplicadores. Geelyberto Vázquez, inventor de la tinta indeleble, ha señalado que esta no será la misma utilizada en elecciones anteriores.",14584862
351,2025-05-12,Canal 4 N+Foro TV,TV Abierta,Estudiantes de la UAM Azcapotzalco continúan en paro por violaciones a sus derechos.,"Itzel Cruz Alanis, reportera de NMás, informa desde la UAM Azcapotzalco, donde los estudiantes están en paro desde el 21 de abril. 
 
 El paro se inició tras la aprobación de un instructivo de seguridad considerado violatorio de sus derechos. 
 
 Ayer se suspendió una cuarta mesa de diálogo, programada para hoy a la 1:00 p.m., entre profesores y estudiantes. 
 
 Los estudiantes exigen mejores instalaciones educativas y denuncian agresiones y acoso. 
 
 A pesar de los avances en las negociaciones, las actividades no se han reanudado. 
 
 Se espera que la reunión de hoy permita llegar a un acuerdo favorable. 
 
 Mientras tanto, algunas actividades se mantienen en línea.",432000
352,2025-05-12,Reforma,Diario,Un pícnic saludable,"La UAM y en Cenart se unieron ayer para llevar a cabo el Picnic por la salud, un encuentro que amalgamó investigación, arte y hábitos saludables.",
353,2025-05-12,La Jornada,Diario,Por filtración de datos de alumna se suspendió la negociación con autoridades de UAM-Azcapotzalco,Por filtración de datos de alumna se suspendió la negociación con autoridades de UAM-Azcapotzalco,
354,2025-05-12,La Crónica de Hoy,Diario,La imagen,"Cientos de personas asistieron ayer domingo al Centro Nacional de las Artes (Cenart), para disfrutar de la primera edición del ""Picnic por la Salud, Deporte y Rock"", que se llevó a cabo en alianza con la Universidad Autónoma Metropolitana (UAM).",
355,2025-05-12,La Jornada,Diario,Celebra la UAM el segundo picnic infantil por la salud para combatir la obesidad,Celebra la UAM el segundo picnic infantil por la salud para combatir la obesidad,
356,2025-05-12,Canal 11 Once,TV Abierta,"El Instituto Nacional Electoral, el Instituto Politécnico Nacional y la Universidad Autónoma Metropolitana firman convenio para la producción de tinta indeleble.","El Instituto Nacional Electoral (INE), el Instituto Politécnico Nacional (IPN) y la Universidad Autónoma Metropolitana (UAM) han suscrito un convenio de colaboración para la producción de tinta indeleble, la cual será utilizada en los procesos electorales de México. 
 
 Se anticipa que en la próxima elección judicial de 2025 se emplearán 180,000 envases de esta tinta.",3780000
357,2025-05-12,Canal 4 N+Foro TV,TV Abierta,La UAM-Azcapotzalco convoca a una cuarta mesa de diálogo para abordar el paro estudiantil.,"En la Universidad Autónoma Metropolitana (UAM) de Azcapotzalco, en paro desde el 21 de abril, se convoca a una cuarta mesa de diálogo. 
 
 Los estudiantes suspendieron actividades tras considerar que el nuevo instructivo de seguridad violaba sus derechos. 
 
 La reunión, programada inicialmente para ayer, fue pospuesta debido a la filtración de información. 
 
 Se espera que autoridades y estudiantes discutan denuncias de acoso y abusos, buscando mejorar las condiciones en la institución. 
 
 La reunión se llevará a cabo a la 1:00 p.m., con la esperanza de llegar a acuerdos que permitan reanudar las actividades académicas.",432000
358,2025-05-12,La Jornada (sitio),Portales Nacionales,Celebra la UAM el segundo picnic infantil por la salud para combatir la obesidad,"El día lluvioso y nublado no fue obstáculo para que decenas de familias fueran al Picnic por la salud, el deporte y el rock, organizado por la Universidad Autónoma Metropolitana (UAM), dirigido a las infancias, en las instalaciones del Centro Nacional de las Artes (Cenart).",1290000
359,2025-05-12,México-times CDMX (sitio),Portales Estatales,Organiza la UAM Picnic por la salud,"El día lluvioso y nublado no fue obstáculo para que decenas de familias asistieran al Picnic por la salud, el deporte y el rock organizado por la Universidad Autónoma Metropolitana (UAM), dirigido a las infancias, en las instalaciones del Centro Nacional de las Artes (Cenart).",10800
360,2025-05-11,Tribuna Economíca BC (Sitio),Portales Estatales,"La obra de Rosario Castellanos, vigente en las letras y humanidades",Por Patricia López Suárez,3570
361,2025-05-11,EDT Estado del Tiempo MX (sitio),Portales Nacionales,CDMX reconoce a 234 instituciones como Espacios 100% Libres de Humo y refuerza acciones contra el vapeo,"Ciudad de México.- La Secretaría de Salud de la Ciudad de México (SEDESA) ha intensificado sus esfuerzos para combatir el consumo de tabaco y vapeadores, especialmente en el ámbito educativo. En los últimos seis meses, se han otorgado 234 reconocimientos de ""Espacios 100% Libres de Humo de Tabaco, Emisiones y Vapeo"" a instituciones de distintos niveles, en el marco de las acciones para proteger la salud pública.",10100
362,2025-05-11,88.9 Noticias (Sitio),Portales Nacionales,"Familias disfrutaron su domingo en el Cenart con el Picnic por la Salud, Deporte y Rock","Miles de personas asistieron este domingo al Centro Nacional de las Artes (Cenart), al sur de la Ciudad de México, para disfrutar de la primera edición del ""Picnic por la Salud, Deporte y Rock"", que se llevó a cabo en alianza con la Universidad Autónoma Metropolitana (UAM).",162730
363,2025-05-11,Al Momento MX (sitio),Portales Estatales,CDMX reconoce a 234 instituciones como Espacios 100% Libres de Humo y refuerza acciones contra el vapeo,"La Secretaría de Salud de la Ciudad de México (SEDESA) ha intensificado sus esfuerzos para combatir el consumo de tabaco y vapeadores, especialmente en el ámbito educativo. En los últimos seis meses, se han otorgado 234 reconocimientos de ""Espacios 100% Libres de Humo de Tabaco, Emisiones y Vapeo"" a instituciones de distintos niveles, en el marco de las acciones para proteger la salud pública.",82600
364,2025-05-11,EDT Estado del Tiempo MX (sitio),Portales Nacionales,CDMX reconoce a 234 instituciones como Espacios 100% Libres de Humo y refuerza acciones contra el vapeo,"Ciudad de México.- La Secretaría de Salud de la Ciudad de México (SEDESA) ha intensificado sus esfuerzos para combatir el consumo de tabaco y vapeadores, especialmente en el ámbito educativo. En los últimos seis meses, se han otorgado 234 reconocimientos de ""Espacios 100% Libres de Humo de Tabaco, Emisiones y Vapeo"" a instituciones de distintos niveles, en el marco de las acciones para proteger la salud pública.",10100
365,2025-05-11,El Diario de Chihuahua CHIH (sitio),Portales Estatales,Asedia fuego provocado a bosques de CDMX,"Cd. de México.-Los incendios forestales registrados cada año constituyen un asedio incesante que busca reducir el suelo con funciones ambientales, expusieron expertos en Geografía de la Universidad Autónoma Metropolitana (UAM) y la Universidad Politécnica de Madrid.De 2015 a 2020, en las 9 alcaldías con suelo verde se registraron 9 mil 876 conflagraciones, de las cuales, el 61 por ciento se produjo en los bosques más grandes de la Ciudad, ubicados en Milpa Alta y Tlalpan.""Estos incendios están ejerciendo presión y amenazan la estabilidad ecosistémica del suelo de conservación de la Ciudad de México, produciendo un deterioro continuado de este espacio producto del acoso sistematizado"", subrayaron. Publicidad",545000
366,2025-05-11,Contramuro MICH (sitio),Portales Estatales,Tinta indeleble certificada para elecciones judiciales,"La tinta indeleble certificada garantizará la integridad del voto en las elecciones judiciales del 1 de junio, evitando duplicidades.",4000
367,2025-05-11,Maya Comunicación (Sitio),Portales Nacionales,Un Bosque Vivo y Aves Libres: Tláhuac Celebra su Primer Año como Área Natural Protegida,"El Bosque de Tláhuac se viste de fiesta este 18 de mayo para celebrar su primer aniversario como Área Natural Protegida, con el festival ambiental «Bosque Vivo, Aves Libres». En este evento, se conmemorará también el Día Mundial de las Aves Migratorias, con una jornada llena de actividades para todos los amantes de la naturaleza y la biodiversidad.",12400
368,2025-05-11,El Norte NL (sitio),Portales Estatales,Asedia fuego provocado a bosques de CDMX,"Los incendios forestales registrados cada año constituyen un asedio incesante que busca reducir el suelo con funciones ambientales, expusieron expertos en Geografía de la Universidad Autónoma Metropolitana (UAM) y la Universidad Politécnica de Madrid.",7600000
369,2025-05-11,Energy21,Revistas Mensuales,"Taruk, el primer autobús eléctrico 100% mexicano","O E l Gobierno federal certificó a Taruk', el primer autobús 100% eléctrico diseñado y fabricado en MéxiCO, como parte de su estrategia para fortalecer la electromovilidad en el país La unidad fue desarrollada por las empresas mexicanas Megaflux y Dina, y su certificación fue encabezada por el secretario de Economía, Marcelo Ebrard.",
370,2025-05-11,Reforma.com (sitio),Portales Nacionales,Asedia fuego provocado a bosques de CDMX,"Los incendios forestales registrados cada año constituyen un asedio incesante que busca reducir el suelo con funciones ambientales, expusieron expertos en Geografía de la Universidad Autónoma Metropolitana (UAM) y la Universidad Politécnica de Madrid.",8200000
371,2025-05-11,Reforma,Diario,Asedia fuego inducido,"os incendios forestales registrados cada año constituyen un asedio incesante que busca reducir el suelo con funciones ambientales, expusieron expertos en Geografía de la Universidad Autónoma Metropolitana (UAM) y la Universidad Politécnica de Madrid.",
372,2025-05-11,Metro,Diario,Secamos bosques,ATRIBUYEN A ASENTAMIENTOS IRREGULARES LAMAYORÍA DE LOS INCENDIOS FORESTALES.,
373,2025-05-11,El Universal,Diario,Mochilazo En El Tiempo // Edificios brutalistas de la CDMX,"La llegada las pantallas de la película El brutalista despertó el interés por conocer, identificar y admirar con nuevos ojos estas obras arquitectónicas, así como sus autores. Acerca de los ejemplos del brutalismo que existen en la Ciudad de México, el doctor Alejandro Leal señaló que ""existen muchos ejemplos si nos atenemos la definición general de arquitecturas modernas monumentales, pesadas severas del periodo 1960-1980"" Encontramos edificios como Celanese, Colmex, la antigua sede de Bancomer en Coyoacán el Centro Cultural Universitario, la alcaldía Cuauhtémoc, las rectorías de la unidades Azcapotzalco y Xochimilco de la UAM. El Colegio Militar que se construyó en 1976, sobre el kilómetro 22 de la carretera México-Cuernavaca. Las conocidas oficinas del Infonavit ubicadas al sur de la capital, construidas en 1973. Este edificio se ubica sobre Paseo de las Palmas, en el número 555.",
374,2025-05-11,La Jornada,Diario,Maternidad suele arruinar la vida sexual de las mujeres: especialista,Maternidad suele arruinar la vida sexual de las mujeres: especialista,
375,2025-05-11,El Heraldo de San Luis SLP (sitio),Portales Estatales,Alistan cambio de oficinas a la nueva Unidad Administrativa Municipal de Soledad,"Juan Manuel Navarro Muñiz aseguró que luego algunos retrasos en la construcción de la nueva UAM, esta será entregada a finales de este mes",180400
376,2025-05-10,Eje 19 EDO.MEX (sitio),Portales Estatales,"Chapingo, sede del 3° Encuentro Regional de la Red de Radios Universitarias de México","La Universidad Autónoma Chapingo (UACh), a través de su emisora universitaria XEUACh Radio Chapingo, será anfitriona del 3° Encuentro Regional de la Red de Radios Universitarias de México (RRUM), el 14 de mayo, consolidándose como un espacio de diálogo abierto, colaboración y reflexión crítica entre emisoras universitarias, instituciones aliadas y medios públicos comprometidos con la comunicación educativa y cultural.",26000
377,2025-05-10,La Razón On line (Sitio),Portales Nacionales,Jóvenes mexicanos se movilizan en Tequios por la Paz 2025,"El Instituto Mexicano de la Juventud (IMJUVE) presentó oficialmente la Jornada Nacional de Tequios por la Paz y Contra las Adicciones, un proyecto que busca movilizar a miles de jóvenes en todo el país con actividades enfocadas en la mejora del entorno, la convivencia y la prevención de adicciones.",56666
378,2025-05-10,Global Media SLP (sitio),Portales Estatales,INE y UAM acuerdan producir tinta indeleble para Elección Judicial,"El Instituto Nacional Electoral (INE) y la Universidad Autónoma Metropolitana (UAM) firmaron ayer un convenio para producir la tinta indeleble que se utilizará en la elección judicial del próximo 1 de junio, con el que se permitirá marcar el pulgar de cada uno de los votantes.",127000
379,2025-05-10,La Crónica de Hoy (sitio),Portales Nacionales,Piden revalorar a ejidos y comunidades en política agraria,Procuraduría Agraria propone un giro estructural en el campo como base para la paz y la soberanía alimentaria,312000
380,2025-05-10,Generación Universitaria CDMX (sitio),Portales Estatales,La carrera que tiene 100% de empleabilidad y casi nadie elige,"Al elegir una carrera, la mayoría de los estudiantes busca una opción que garantice empleo al egresar. Sin embargo, muchas veces se elige por moda o desconocimiento, y se dejan de lado profesiones con alta demanda laboral.",196200
381,2025-05-10,ContraRéplica SLP (sitio),Portales Estatales,Elección judicial: Acuerdan INE y UAM producir tinta indeleble,"El Instituto Nacional Electoral (INE) y la Universidad Autónoma Metropolitana (UAM) firmaron ayer un convenio para producir la tinta indeleble que se utilizará en la elección judicial del próximo 1 de junio, con el que se permitirá marcar el pulgar de cada uno de los votantes.",12300
382,2025-05-10,Plano Informativo SLP (sitio),Portales Estatales,INE y UAM acuerdan producir tinta indeleble para elección judicial,"El Instituto Nacional Electoral (INE) y la Universidad Autónoma Metropolitana (UAM) firmaron ayer un convenio para producir la tinta indeleble que se utilizará en la elección judicial del próximo 1 de junio, con el que se permitirá marcar el pulgar de cada uno de los votantes.",404200
383,2025-05-10,ZC Noticias CHIS (sitio),Portales Estatales,Elección judicial: Acuerdan INE y UAM producir tinta indeleble,Todo el material utilizado en junio próximo será certificado para garantizar la certeza del proceso. El instituto electoral concluyó la distribución de boletas en Tamaulipas,10300
384,2025-05-10,Imagen ZAC (sitio),Portales Estatales,Acuerdan INE y UAM producir tinta indeleble para el proceso de Elección Judicial,El Instituto Nacional Electoral (INE) y la Universidad Autónoma Metropolitana (UAM) firmaron un convenio para producir la tinta indeleble que se utilizará en la elección judicial del próximo 1 de junio; con el que se permitirá marcar el pulgar de cada uno de los votantes.,236000
385,2025-05-10,Oye Chiapas CHIS (sitio),Portales Estatales,Elección judicial: Acuerdan INE y UAM producir tinta indeleble,Todo el material utilizado en junio próximo será certificado para garantizar la certeza del proceso. El instituto electoral concluyó la distribución de boletas en Tamaulipas,69900
386,2025-05-10,Quadratín OAX (Sitio),Portales Estatales,No Other Land: el cine como testigo y denuncia del acontecer en Palestina,"OAXACA, Oax. 10 de mayo de 2025.- La Casa de la Primera Imprenta de América, recinto histórico y cultural de la Universidad Autónoma Metropolitana (UAM), se convirtió en escenario de una proyección estremecedora: No Other Land , el documental galardonado con el Oscar a Mejor Largometraje Documental en la más reciente edición de los Premios de la Academia, cautivó y sacudió conciencias en una noche de reflexión, indignación y solidaridad.",98000
387,2025-05-10,96.9 W Radio,Radio FM,"En entrevista, Miguel Ángel Gutiérrez, CEO de Carne y Motor, habló sobre la empresa.","En entrevista para Movilidad W, Miguel Ángel Gutiérrez, CEO de Carne y Motor, compartió su visión y filosofía detrás de su empresa. Carne y Motor es una casa de diseño enfocada en la vestimenta para motociclistas, que combina la estética con la funcionalidad y la ergonomía. 
 
 Gutiérrez, diseñador industrial egresado de la UAM Xochimilco, explicó que su enfoque se basa en la investigación y la innovación, inspirándose en antiguos conceptos de diseño para crear prendas que no solo sean visualmente atractivas, sino que también ofrezcan resistencia a la abrasión y comodidad sin comprometer la circulación sanguínea. 
 
 El nombre Carne y Motor proviene de la filosofía del transhumanismo, que explora la unión entre lo biológico y lo artificial. Gutiérrez enfatiza que su diseño busca una simbiosis entre el motociclista y su máquina, mejorando la experiencia de conducción. Además, destacó la importancia de la ergonomía y la adaptación de las prendas a diferentes climas y condiciones. 
 
 Carne y Motor ha ganado popularidad y actualmente cuenta con una lista de espera para sus productos. Gutiérrez invitó a los motociclistas a conocer su trabajo, que combina diseño, funcionalidad y una profunda investigación histórica.",1051554
388,2025-05-10,Ser Noticias (sitio),Portales Estatales,El Alzheimer comienza mucho antes que sus síntomas. Y hemos descubierto uno de sus primeros mecanismos,"Generalmente asociamos la enfermedad de Alzheimer con la pérdida de memoria ya que este es probablemente su síntoma más visible. Sin embargo es mucho aún lo que desconocemos sobre los procesos biológicos que desatan estos síntomas. Pieza a pieza, vamos solucionando este inmenso puzle.",1700
389,2025-05-10,Emsa Valles SLP (sitio),Portales Estatales,Elección judicial: Acuerdan INE y UAM producir tinta indeleble,Todo el material utilizado en junio próximo será certificado para garantizar la certeza del proceso. El instituto electoral concluyó la distribución de boletas en Tamaulipas,3021
390,2025-05-10,Mega Noticias MEX (sitio),Portales Estatales,INE y UAM firman acuerdo para producción de tinta indeleble,"El Instituto Nacional Electoral (INE) y la Universidad Autónoma Metropolitana (UAM) firmaron un convenio para producir la tinta indeleble que se empleará en la elección de jueces del próximo 1 de junio, con la que se permitirá marcar el pulgar de cada uno de los votantes.",118000
391,2025-05-10,90.5 Imagen,Radio FM,El INE y la UAM firman convenio para la producción de tinta indeleble para la elección judicial del 1 de junio.,"El Instituto Nacional Electoral (INE) y la Universidad Autónoma Metropolitana (UAM) han suscrito un convenio para la fabricación de la tinta indeleble que se empleará en la elección judicial programada para el 1 de junio, con el propósito de marcar el pulgar de los votantes.",333718
392,2025-05-10,90.5 Imagen,Radio FM,"Resumen Informativo, Imagen Fin de Semana Primera Emisión.","- El papa León XIV ofició su primera misa en la Capilla Sixtina, denunciando la falta de fe en el mundo. Su entronización será el 18 de mayo, y su primera audiencia general el 21 de mayo.
 
 - La presidenta Claudia Sheinbaum anunció una inversión de $3000 millones en Acapulco para 2025, tras los huracanes Otis y John, para mejorar infraestructura y servicios.
 
 - En el Operativo Fortaleza, se aseguraron 36 inmuebles en el Estado de México y Ciudad de México, recuperando autopartes y vehículos robados.
 
 - Desde enero, México ha recibido más de 38,065 repatriados, principalmente mexicanos, con alojamiento y atención en centros fronterizos.
 
 - El INE y la UAM producirán tinta indeleble para las elecciones judiciales del 1 de junio.
 
 - Cecilia Rubalcaba Mercado fue asesinada en Jalisco, mientras trabajaba en un hospital.
 
 - La Patrulla Fronteriza ha detectado casi 155,000 drones operados por cárteles en la frontera con México.
 
 - Arturo N., hijo de un exdirectivo de Altos Hornos de México, fue detenido por fraude de $10 millones.
 
 - Un amparo permite a Los Alegres del Barranco cantar narcocorridos en Michoacán, donde estaban prohibidos.
 
 - La fiscalía de Morelos justifica la lentitud en la investigación contra Cuauhtémoc Blanco, exgobernador.
 
 - Claudia Sheinbaum confirmó una demanda contra Google por cambiar el nombre del Golfo de México.
 
 - México invertirá $268 millones en Estudios Churubusco para alcanzar autosuficiencia en 20-30 años.
 
 - Agustín Ochoa Linares, alias el Logan, fue detenido en Guanajuato, vinculado al cártel Santa Rosa de Lima.
 
 - Leslie N., alias la Güera, fue liberada al no encontrarse pruebas suficientes en su contra.
 
 - El trolebús elevado Chalco Santa Martha comenzará a operar el 12 de mayo, reduciendo tiempos de traslado.
 
 - Intensas lluvias causaron inundaciones y colapsos viales en municipios del Estado de México.
 
 - Operativo de seguridad en panteones de la alcaldía Miguel Hidalgo para el 10 de mayo.
 
 - Colectivos de madres buscadoras marcharán el 10 de mayo en varias ciudades de México, exigiendo la localización de sus seres queridos.",333718
393,2025-05-10,Vanguardia VER (Sitio),Portales Estatales,INE firma convenio con IPN y UAM para producción de 178 mil aplicadores de tinta indeleble para elección judicial,"Ciudad de México. (Vanguardia de Veracruz). El Instituto Nacional Electoral (INE) firmó convenios de colaboración con el Instituto Politécnico Nacional y la Universidad Autónoma Metropolitana Unidad Xochimilco, con el objetivo de llevar a cabo la producción de 178 mil 33 aplicadores de líquido indeleble, que se utilizarán en la primera elección del Poder Judicial de la Federación.",117000
394,2025-05-10,La Jornada (sitio),Portales Nacionales,Cifra de participación definirá el éxito de la elección judicial: INE,"El éxito de la elección judicial se medirá con el número de ciudadanos que acudan a las casillas, dijo la presidenta del Instituto Nacional Electoral (INE), Guadalupe Taddei, quien hace algunas semanas señaló que una perspectiva optimista sería una participación ciudadana de alrededor de 20 por ciento del padrón.",1290000
395,2025-05-10,Excélsior (Sitio),Portales Nacionales,Elección judicial: Acuerdan INE y UAM producir tinta indeleble,"El Instituto Nacional Electoral (INE) y la Universidad Autónoma Metropolitana (UAM) firmaron ayer un convenio para producir la tinta indeleble que se utilizará en la elección judicial del próximo 1 de junio, con el que se permitirá marcar el pulgar de cada uno de los votantes.",19300000
396,2025-05-10,Talla Política CDMX (Sitio),Portales Estatales,"INE, IPN y UAM firman convenios de colaboración durante el PEEPJF 2024-2025","Ciudad de México, 9 de mayo de 2025",1916
397,2025-05-10,La Jornada,Diario,Paristas y autoridades de UAM Azcapotzalco aplazan diálogo,La Universidad Autónoma Metropolitana (UAM) Unidad Azcapotzalco cumple hoy 19 días en paro.,
398,2025-05-10,La Razón de México,Diario,Alistan producción de tinta indeleble,EL INSTITUTO Nacional Electoral (INE) informó que para las elecciones del Poder Judicial del de junio se utilizarán 178 mil 33 aplicadores de líquido indeleble.,
