Fecha,Medio,Título,Resumen
2025-06-05,El Gráfico (Sitio),Tráfico en CDMX HOY jueves 5 de Junio ¿Dónde habrá marchas y plantones que afecten la vialidad?,"Este jueves 5 de junio, la Ciudad de México vivirá una jornada intensa con al menos 12 manifestaciones programadas, plantones en curso y eventos culturales nocturnos que podrían afectar seriamente la movilidad en varias alcaldías. Aquí te damos el resumen para que planees tus traslados:"
2025-06-05,Guillermo Ortega (Sitio),Caos vial en CDMX: marchas y bloqueos hoy jueves 5 de junio,"Este jueves, la capital del país vivirá una jornada intensa de manifestaciones con dos marchas y 13 concentraciones sociales, sindicales y estudiantiles que podrían afectar la movilidad en varias alcaldías."
2025-06-05,Excélsior (Sitio),2 marchas y 13 manifestaciones 'ahorcarán' HOY la CDMX; van las alternativas,"La Ciudad de México vivirá un día de 'locos' con 2 marchas y 13 concentraciones programadas para este jueves 5 de junio de 2025. Estas actividades podrían generar afectaciones viales en diversas zonas de la capital, por lo que se recomienda a la ciudadanía tomar precauciones y considerar rutas alternas."
2025-06-05,Publimetro (sitio),¡Caos vial! Este jueves 5 de junio CDMX se llena de marchas; revisa las rutas alternas,Para hoy se esperan diferentes manifestaciones y movilizaciones en la Ciudad de México; te compartimos qué hora y en dónde serán
2025-06-05,López Dóriga (Sitio),Marchas del día en CDMX: estas vialidades se verán afectadas por la CNTE y otras organizaciones,"Estas son las movilizaciones programadas este 5 de junio en la CDMX, para tomar precauciones y rutas alternas"
2025-06-05,Pasantes DF CDMX (Sitio),Maestros rechazarán propuesta del gobierno sobre pensiones; sólo es un parche: analista,"CIUDAD DE MÉXICO (Proceso).- La propuesta que el gobierno de la presidenta Claudia Sheinbaum Pardo hizo a la Coordinadora Nacional de Trabajadores de la Educación (CNTE) el pasado miércoles 28 no resuelve su demanda de derogar la reforma a la Ley del ISSSTE de 2007 ni el problema de fondo sobre el sistema de pensiones, no sólo para el magisterio, sino para 3.2 millones de trabajadores al servicio del Estado y sus familias, advierte Gustavo Leal Fernández, especialista en política pública de Salud y Seguridad Social."
2025-06-05,Proceso (sitio),Maestros rechazarán propuesta del gobierno sobre pensiones; sólo es un parche: analista,"CIUDAD DE MÉXICO (Proceso).- La propuesta que el gobierno de la presidenta Claudia Sheinbaum Pardo hizo a la Coordinadora Nacional de Trabajadores de la Educación (CNTE) el pasado miércoles 28 no resuelve su demanda de derogar la reforma a la Ley del ISSSTE de 2007 ni el problema de fondo sobre el sistema de pensiones, no sólo para el magisterio, sino para 3.2 millones de trabajadores al servicio del Estado y sus familias, advierte Gustavo Leal Fernández, especialista en política pública de Salud y Seguridad Social."
2025-06-05,Pachuca Brilla HGO (sitio),"Hidalgo, primera entidad en resguardar material genético porcino","Derivado del proyecto ""Recuperación y Uso Sostenible del Ts'üdi Xirgo del Valle del Mezquital"", el estado de Hidalgo dio un paso histórico en materia de conservación de la biodiversidad, al convirtirse en la primera entidad del país en resguardar material genético porcino."
2025-06-04,Cimac Noticias (Sitio),Emanuela Borzacchiello recibe premio «Laura Ballesteros Sotelo 2025»,"Ciudad de México.- Gracias a su trabajo por investigar los feminicidios y encontrar respuestas a la violencia generalizada que viven las mujeres, Emanuela Borzacchielo recibió el premio «Laura Ballesteros Sotelo» en mayo de 2025, por ello, aquí te traemos un recorrido por su historia y lucha en defensa de las mujeres desde la academia."
2025-06-04,Agenda Hidalguense HGO (Sitio),"Hidalgo, primera entidad en resguardar material genético porcino","Tepatitlán de Morelos, Jalisco.-Derivado del proyecto ""Recuperación y Uso Sostenible del Ts'üdi Xirgo del Valle del Mezquital"", el estado de Hidalgo dio un paso histórico en materia de conservación de la biodiversidad, al convirtirse en la primera entidad del país en resguardar material genético porcino."
2025-06-04,Noticias IMER (Sitio),"Él es Hugo Aguilar, el posible futuro presidente de SCJN","Con mayoría de votos, Hugo Aguilar Ortiz podría ser el próximo presidente de la SCJN; tomaría protesta el 1 de septiembre."
2025-06-03,Hoja de Ruta (Sitio),"Inscríbete y participa en el ""Concurso Gastronómico Contemporáneo del Nopal y el Maguey""","Podrán participar personas originarias de cualquier alcaldía de la Ciudad de México, con propuestas gastronómicas innovadoras que utilicen productos derivados del nopal y/o el maguey como ingrediente principal, registrándose en https://forms.gle/8RxNEQXtVzNXzLU88 hasta el 3 de junio. Se otorgarán premios en cuatro categorías: Plato fuerte-Cocina tradicional; Plato fuerte-Innovación; Postre-Cocina tradicional, y Postre-Innovación, el jurado evaluará gusto, presentación, textura, aroma y originalidad."
2025-06-03,EDT Estado del Tiempo MX (sitio),Anuncian concurso gastronómico con nopal y maguey en Monumento a la Revolución,"Ciudad de México.- El próximo domingo 8 de junio, el Monumento a la Revolución será el escenario del Concurso Gastronómico Contemporáneo del Nopal y el Maguey, organizado por la Secretaría del Medio Ambiente (SEDEMA), en colaboración con la Secretaría de Turismo (SECTUR), la Secretaría de Cultura de la Ciudad de México y la alcaldía Milpa Alta. Este evento forma parte de las actividades de la Feria del Nopal 2025, que se celebrará el mismo fin de semana."
2025-06-03,EDT Estado del Tiempo MX (sitio),Anuncian concurso gastronómico con nopal y maguey en Monumento a la Revolución,"Ciudad de México.- El próximo domingo 8 de junio, el Monumento a la Revolución será el escenario del Concurso Gastronómico Contemporáneo del Nopal y el Maguey, organizado por la Secretaría del Medio Ambiente (SEDEMA), en colaboración con la Secretaría de Turismo (SECTUR), la Secretaría de Cultura de la Ciudad de México y la alcaldía Milpa Alta. Este evento forma parte de las actividades de la Feria del Nopal 2025, que se celebrará el mismo fin de semana."
2025-06-03,Al Momento MX (sitio),Anuncian concurso gastronómico con nopal y maguey en Monumento a la Revolución,"El próximo domingo 8 de junio, el Monumento a la Revolución será el escenario del Concurso Gastronómico Contemporáneo del Nopal y el Maguey, organizado por la Secretaría del Medio Ambiente (SEDEMA), en colaboración con la Secretaría de Turismo (SECTUR), la Secretaría de Cultura de la Ciudad de México y la alcaldía Milpa Alta. Este evento forma parte de las actividades de la Feria del Nopal 2025, que se celebrará el mismo fin de semana."
2025-06-03,107.9 Horizonte,"En entrevista, Héctor Manuel Villarreal Beltrán, profesor de la UAM, habló sobre la nueva cara de la SCJN.","En entrevista, el doctor Héctor Manuel Villarreal Beltrán, profesor del Departamento de Política y Cultura en la Universidad Autónoma Metropolitana, unidad Xochimilco, compartió su perspectiva sobre la nueva integración de la Suprema Corte de Justicia de la Nación (SCJN) tras los recientes comicios judiciales.
 
 Villarreal Beltrán destacó que la elección de ministros por voto popular es un hecho interesante y poco común a nivel internacional, aunque subrayó la importancia de que la Corte mantenga su autonomía y funcione como un contrapeso efectivo al poder ejecutivo y legislativo. 
 
 Se mostró escéptico sobre si esta nueva composición de la Corte, que incluye a varios ministros con trayectoria política pero poca experiencia judicial, logrará reducir la alta impunidad en México. Considera que la reforma judicial debería haber comenzado por fortalecer la base del sistema judicial con más recursos y personal, en lugar de centrarse en la elección popular de los ministros. 
 
 Finalmente, Villarreal Beltrán expresó dudas sobre la independencia de la nueva Corte, especialmente en relación con los intereses del poder ejecutivo y la agenda política de Morena, sugiriendo que el verdadero test será su manejo de temas críticos como la militarización del país."
2025-06-03,El Universal (sitio),¿Por qué el gobierno no actúa ante el huachicoleo en la CFE?,"Una de las banderas del gobierno de Andrés Manuel López Obrador y ahora de la presidenta Claudia Sheinbaum, fue el combate a la corrupción. El expresidente decía que la corrupción, como las escaleras, se debe barrer de arriba hacia abajo. Esto es, se debe iniciar con altos funcionarios que se hayan beneficiado del dinero público y lo utilicen en su beneficio. Después de 7 años en el poder, esta promesa dista mucho de haberse cumplido a cabalidad. Muestra de ello son las alianzas que han realizado con personajes como Pedro Haces de la CATEM, o con los líderes charros de los sindicatos corporativos de la CTM, FSTSE, SNTE, STPRM, de triste historia en el sindicalismo mexicano y que han jugado el papel de control y sometimiento de los trabajadores en México."
2025-06-03,Sedema CDMX (sitio),"Inscríbete y participa en el ""Concurso Gastronómico Contemporáneo del Nopal y el Maguey""","La Secretaría del Medio Ambiente (SEDEMA), en colaboración con la Secretaría de Turismo (SECTUR), la Secretaría de Cultura de la Ciudad de México y la alcaldía Milpa Alta, llevará a cabo el ""Concurso Gastronómico Contemporáneo del Nopal y el Maguey"", el domingo 8 de junio, a las 13:30 horas, en el Monumento a la Revolución, como parte de las actividades de la Feria del Nopal 2025."
2025-06-02,UAM CDMX (Sitio),El Mes de los de Casa; fortaleciendo a la comunidad UAM,Número 321
2025-06-02,Sedema CDMX (sitio),"Inscríbete y participa en el ""Concurso Gastronómico Contemporáneo del Nopal y el Maguey""","Podrán participar personas originarias de cualquier alcaldía de la Ciudad de México, con propuestas gastronómicas innovadoras que utilicen productos derivados del nopal y/o el maguey como ingrediente principal, registrándose en https://forms.gle/8RxNEQXtVzNXzLU88 hasta el 3 de junio.
 Se otorgarán premios en cuatro categorías: Plato fuerte-Cocina tradicional; Plato fuerte-Innovación; Postre-Cocina tradicional, y Postre-Innovación, el jurado evaluará gusto, presentación, textura, aroma y originalidad.
 La Secretaría del Medio Ambiente (SEDEMA), en colaboración con la Secretaría de Turismo (SECTUR), la Secretaría de Cultura de la Ciudad de México y la alcaldía Milpa Alta, llevará a cabo el ""Concurso Gastronómico Contemporáneo del Nopal y el Maguey"", el domingo 8 de junio, a las 13:30 horas, en el Monumento a la Revolución, como parte de las actividades de la Feria del Nopal 2025."
2025-06-02,88.1 Universal,"En entrevista, Diana Fuentes, académica de la UAM Xochimilco, habló sobre la elección judicial.","En entrevista, la doctora Diana Fuentes, académica de la Universidad Autónoma Metropolitana Xochimilco, expresó su opinión sobre la reciente elección judicial en México. 
 
 Fuentes destacó que no se puede calificar de manera simple y unilateral un proceso electoral tan complejo. Subrayó la importancia de la legitimidad del Poder Judicial, que considera ha aumentado significativamente debido a esta elección, ya que por primera vez ha sido avalado por un amplio sector de la sociedad. 
 
 Aclaró que la legitimidad no se mide solo por cifras numéricas, sino por la aceptación y los consensos construidos a lo largo del tiempo. También mencionó que la baja participación de jóvenes y otros factores, como la falta de una convocatoria más creativa por parte del INE y el papel desalentador de la oposición, contribuyeron a la menor afluencia de votantes. 
 
 Finalmente, Fuentes sugirió que para la próxima elección en 2027, es crucial revisar y mejorar varios aspectos del proceso electoral para lograr una participación más robusta y exitosa."
2025-06-02,Terra.com.mx (sitio),Corte de agua en CDMX; estas son las alcaldías dónde reportan más fugas y suspenden el suministro,"La problemática de las fugas es una de las principales causas del desperdicio de agua en la CDMX y es un factor clave en la crisis hídrica que enfrenta la ciudad. Ante esto, se ha tenido que recurrir a cortes para cuidar del vital líquido, no obstante, es importante saber cuáles son las alcaldías dónde se reportan más pérdidas del recurso hídrico y suspenden el suministro."
2025-06-02,Periodismo y Ambiente CDMX (sitio),"Pase UAM, muestra de responsabilidad social para contribuir a la equidad educativa","El impulso al Pase UAM da cuenta de la responsabilidad social que tiene la Universidad Autónoma Metropolitana (UAM) para contribuir a mejorar las oportunidades que tiene el alumnado y el egresado de la educación media superior, afirmó la maestra Rosalía Serrano de la Paz, directora de Sistemas Escolares de esta casa de estudios."
2025-06-02,El Norte NL (sitio),"Jardín Xochitlalyocan, un paraíso medicinal","Junto al Antiguo Canal de Cuemanco, en pleno paisaje xochimilca, el Jardín de Plantas Medicinales y Aromáticas Xochitlalyocan (JPMAX) resguarda un pedacito de la cultura médica herbolaria de México."
2025-06-02,Reforma.com (sitio),"Jardín Xochitlalyocan, un paraíso medicinal","Junto al Antiguo Canal de Cuemanco, en pleno paisaje xochimilca, el Jardín de Plantas Medicinales y Aromáticas Xochitlalyocan (JPMAX) resguarda un pedacito de la cultura médica herbolaria de México."
2025-06-02,Reforma,"Xochitlalyocan, paraiso medicinal","Xochitlalyocan, paraíso medicinal"
2025-06-01,Canal 4 N+Foro TV,La UAM logró obtener crías clonadas de borrego mediante la técnica de clonación somática.,"La Universidad Autónoma Metropolitana (UAM) ha logrado un hito en la clonación animal al obtener crías clonadas de borrego mediante la técnica de clonación somática. 
 
 Este avance se suma a la lista de países que han logrado la clonación de animales, destacando la importancia de este evento en América Latina, donde solo unos pocos países han realizado clonaciones. 
 
 La clonación se diferencia de la fecundación in vitro, previamente investigada por la UAM desde 2011. 
 
 Los investigadores utilizaron la genética de un borrego macho de la Universidad de Chapingo para obtener la primera cría clonada viable, la cual se encuentra en perfecto estado de salud. 
 
 Actualmente, los investigadores trabajan en la clonación de caballos y toros, con el objetivo de rescatar especies de interés en México. 
 
 Boris Ramos, estudiante de doctorado en la UAM Xochimilco, destaca el potencial de la nanotecnología y la micromanipulación de gametos en la investigación."
2025-05-31,Código Michoacán MICH (Sitio),Los Suspirantes... Destacan perfil de Fabiola,"Circula un estudio de ""Posicionamiento y Contrastes"" sobre los posibles perfiles femeninos del Morena para la gubernatura de Michoacán"
2025-05-30,Canal 8.1 Heraldo TV,"En entrevista, Hugo Aboites, académico de la UAM, habló sobre la consulta a las bases movilizadas.","En entrevista, el Dr. Hugo Aboites, académico e investigador de la Universidad Autónoma Metropolitana Xochimilco, expresó su opinión sobre la situación actual de las protestas magisteriales y la consulta gubernamental relacionada con la ley del ISSSTE. 
 
 Aboites considera que la consulta es un proceso interesante y que la abrogación de la ley del ISSSTE del 2007 es una señal importante, aunque no necesariamente indica el fin de las protestas. Señala que la coincidencia de la votación gubernamental con el movimiento magisterial podría haber sido evitada y que ambas actividades pueden coexistir sin interferirse. 
 
 Además, destaca que los bloqueos y manifestaciones en la Ciudad de México agravan un problema de tráfico ya crítico, pero que la causa subyacente es la alta densidad de población y vehículos en la ciudad. Aboites también menciona que los profesores han luchado durante años por la derogación de la ley y que la falta de acción gubernamental, a pesar de la mayoría legislativa, refleja una falta de seriedad hacia sus demandas. 
 
 En resumen, Aboites enfatiza la determinación de los maestros y la importancia de considerar su historia de lucha al evaluar la situación actual."
2025-05-30,Imagen del Golfo VER (sitio),Elecciones 2025: ¿por qué tarda en borrarse la tinta indeleble del dedo?,"Este próximo domingo 1 de junio, la tinta indeleble será una de las herramientas más utilizadas para el proceso de la Elección del Poder Judicial de la Federación 2025 y de las elecciones locales en Veracruz y Durango."
2025-05-30,La Jornada,Desplazamiento forzado interno,Desplazamiento forzado interno
2025-05-30,La Jornada (sitio),Desplazamiento forzado interno,"El 16 de mayo se hizo el lanzamiento de la Cartilla Digital Interactiva sobre Desplazamiento Forzado Interno (DFI): Los Gómez, un viaje de esperanza y resiliencia. La publicación es fruto de una colaboración interinstitucional entre el posgrado en desarrollo rural de la Universidad Autónoma Metropolitana (UAM) de Xochimilco, la Fundación Universitaria de Popayán (Colombia), la Oficina del Alto Comisionado de Naciones Unidas para los Refugiados (ACNUR), la Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos (ONU-DH), el Consejo Nacional de Población (Conapo), el Foro para el Desarrollo Sustentable AC y Genius Game Latinoamérica. Las palabras de apertura del acto estuvieron a cargo de Francisco Javier Soria López, rector de la unidad Xochimilco de la UAM, y participaron autoridades de la UNAM, SEP, Oficina del Alto Comisionado de Naciones Unidas, así como representantes civiles. La cartilla es una herramienta interactiva con información clave sobre el desplazamiento forzado interno en México, sus causas, consecuencias y recursos de apoyo para las víctimas. Pretende sensibilizar y promover acciones para quienes han sido obligados a abandonar sus hogares por violencia. Con un formato muy amigable de videos con dibujos animados permite seguir la historia de una familia desplazada para facilitar la identificación de necesidades de atención de la comunidad.Considerando la familiaridad con las nuevas tecnologías, busca involucrar a jóvenes para recopilar datos, fomentar la participación comunitaria y la responsabilidad cívica, ayuda a diseñar planes de atención y orienta sobre la reparación e instancias a las que pueden recurrir quienes lo requieran. La cartilla está disponible en: https://acortar.link/r9C2bq. El desplazamiento interno pasó a ser parte de las políticas públicas por primera vez en la administración anterior; desde hace seis años el Conapo comenzó a elaborar estudios para comprender las aristas del fenómeno. La primera publicación, La violencia como causa de desplazamiento interno forzado: aproximaciones a su análisis en México, fue elaborada con el Fondo de Población de Naciones Unidas (UNFPA) y se enfocó en el desplazamiento vinculado a la violencia por delitos de alto impacto, violencia de género, creencias políticas o religiosas, competencia y apropiación de recursos. Perfil sociodemográfico de la población que cambió de vivienda o lugar de residencia para protegerse de la delincuencia identifica a población más joven, la que cuenta con mayor nivel educativo, está activa en el mercado laboral, del ámbito urbano y de viviendas con menores barreras al acceso. Diagnóstico nacional sobre la situación del desplazamiento forzado interno en México revisa conceptos claves y hace un recuento de fuentes de información cuantitativas y cualitativas, y factores de inseguridad/ violencia, desastres y cambio climático. Otra publicación con UNFPA es Desplazamiento interno en contextos indígenas: tres miradas estatales a un problema complejo, la cual expone los hallazgos de un trabajo etnográfico con indígenas de Chiapas, Chihuahua y Guerrero que identifican como causas: conflictos agrarios, políticos (movimiento zapatista) y religiosos, explotación de recursos naturales, extracción de minerales, producción de estupefacientes, narcotráfico y violencia. Desplazamiento forzado interno en México: del reconocimiento a los desafíos es un libro publicado por la Subsecretaría de Derechos Humanos, Población y Migración con la Comisión Mexicana de Ayuda a Refugiados (Comar), quienes convocaron a instituciones gubernamentales y a expertos para incentivar la discusión del DFI y emitir propuestas puntuales a las instituciones públicas.La situación del desplazamiento forzado interno en la región centro-occidente de México es un trabajo etnográfico que permite conocer las características del DFI desde una visión regional en Colima, Guanajuato, Jalisco y Michoacán, contribuye a identificar necesidades y a definir políticas de prevención, atención y soluciones duraderas. Informe del ejercicio de caracterización del desplazamiento interno en Chihuahua se basa en una encuesta del Instituto Nacional de Estadística y Geografía (Inegi) que incluyó entrevistas a desplazados en Chihuahua, todo un esfuerzo interinstitucional apoyado por ACNUR, con participación de la Subsecretaría de Derechos Humanos, Población y Migración, la Joint Internal Displacement Profiling Service (JIPS), el Consejo Estatal de Población de Chihuahua, organizaciones de la sociedad civil e investigadores.Este estudio encontró que en 81 por ciento de los casos los integrantes del hogar fueron desplazados, y más de la mitad de la población desplazada es indígena, por ser más vulnerable para sufrir DFI, la principal causa señalada en la zona es la violencia provocada por el narcotráfico. Las publicaciones referidas pueden consultarse en: https://acortar.link/njOMVG Se trata de información clave para diseñar políticas de desplazamiento forzado interno que articulen los esfuerzos de los tres órdenes de gobierno, tema de gran vigencia y de reciente reconocimiento como política pública. *Secretaria técnica del ConapoX: @Gabrielarodr108"
2025-05-29,Columna Digital CDMX (sitio),Pase UAM: Opciones para egresados del COBAEJ.,"Para el trimestre de Otoño 2025, la Universidad Autónoma Metropolitana (UAM) ofrecerá una emocionante oportunidad para los estudiantes que finalizan su educación media superior en el Colegio de Bachilleres, gracias al innovador programa ""Pase UAM"". Este año, el programa está diseñado exclusivamente para los alumnos que actualmente cursan el sexto semestre, con un promedio mínimo de 8.0, destacando el esfuerzo y compromiso académico."
2025-05-29,98.5 El Heraldo Radio,"En entrevista, Carlos Ornelas, profesor jubilado de la UAM, habló sobre la CNTE.","En entrevista, el Doctor Carlos Ornelas, profesor de educación y comunicación jubilado de la Universidad Autónoma Metropolitana en su unidad Xochimilco, compartió su perspectiva sobre la situación actual de la Coordinadora Nacional de Trabajadores de la Educación (CNTE) y sus movilizaciones.
 
 Ornelas destacó que la CNTE no cederá en sus demandas, especialmente en relación con la derogación de la ley del ISSSTE de 2007 y las pensiones solidarias. A pesar de algunos avances, considera que las concesiones son insuficientes. También mencionó que la ciudadanía comienza a mostrar molestia y desconfianza hacia las instituciones debido a las afectaciones causadas por los plantones, señalando que la culpa ya no recae únicamente en la CNTE, sino también en el gobierno que permite estas movilizaciones.
 
 Carlos Ornelas opinó que es probable que la CNTE busque obtener más beneficios, como un aumento en el porcentaje de salarios y el control sobre la promoción y supervisión de los docentes. Criticó la falta de sanciones efectivas por parte de los gobiernos estatales, argumentando que muchos gobernadores temen a la coordinadora. Además, expresó su escepticismo sobre la financiación de las movilizaciones, sugiriendo que podría provenir de recursos estatales y cuestionando la transparencia de estos fondos.
 
 Finalmente, Ornelas reflexionó sobre la situación financiera del país, señalando que la presidenta enfrenta dificultades para cumplir con las demandas debido a la falta de recursos."
2025-05-29,El Diario de Chihuahua CHIH (sitio),Debaten universitarios en torno al futuro del Poder Judicial,"Cd. de México.- Estudiantes de la Universidad Nacional Autónoma de México (UNAM), la Universidad Autónoma Metropolitana Unidad Xochimilco (UAM-X), la Universidad Autónoma de la Ciudad de México (UACM) y la Universidad Nacional Rosario Castellanos (UNRC) dialogaron sobre la próxima elección de jueces y magistrados del Poder Judicial de la Federación.¿Cuáles son los problemas que existen en el Poder Judicial y qué propones para mejorar la impartición de justicia en México? Y ¿cuáles son las cualidades que deben tener las personas juzgadoras y los criterios de argumentación necesarios para tener justicia al servicio del pueblo? fueron las interrogantes que motivaron las reflexiones juveniles durante la Jornada de Debate Estudiantil Interuniversitario, informó la Máxima Casa de Estudios a través de la Gaceta UNAM. Publicidad"
2025-05-29,Reforma.com (sitio),Debaten universitarios en torno al futuro del Poder Judicial,"Estudiantes de la Universidad Nacional Autónoma de México (UNAM), la Universidad Autónoma Metropolitana Unidad Xochimilco (UAM-X), la Universidad Autónoma de la Ciudad de México (UACM) y la Universidad Nacional Rosario Castellanos (UNRC) dialogaron sobre la próxima elección de jueces y magistrados del Poder Judicial de la Federación."
2025-05-29,UAM CDMX (Sitio),Aprueba la UAM creación de Especialización en Estudios de Discapacidad e Incidencia,El Colegio Académico autorizó la propuesta inicial proveniente de la División de Ciencias Sociales y Humanidades de la Unidad Xochimilco
2025-05-29,El Economista (sitio),Pase UAM ¿A qué carreras y planteles podrán acceder los egresados del Colegio de Bachilleres?,"Para el trimestre 2025 Otoño, que inicia en el mes de octubre, la Universidad Autónoma Metropolitana (UAM) recibirá a un mayor número de estudiantes que egresen del Colegio de Bachilleres como parte del programa ""Pase UAM""."
2025-05-29,Reforma.com (sitio),Talarán mil 22 árboles en Cerro de la Estrella,"De 70 mil árboles que se encuentran en el Cerro de la Estrella, mil 22 serán retirados debido a que están muertos en pie y representan un riesgo ante la posibilidad de que caigan sobre visitantes y corredores."
2025-05-29,Reforma,Talarán por riesgos más de mil árboles,Buscan legalizar asentamientos en el Cerro de la Estrella.
2025-05-29,El Economista,¿A qué carreras y planteles podrán acceder los egresados del Colegio de Bachilleres?,Los estudiantes que no fueran seleccionados por Pase UAM podrán continuar SU proceso de admisión mediante examen.
2025-05-28,DEPOR Medio Tiempo,¡Atención! Estas dos carreras NO entrarán en el Pase UAM 2025; conoce cuáles puedes elegir,"A pesar de que pueden elegir 57 licenciaturas, los estudiantes de COLBACH que apliquen el Pase UAM 2025 no podrán elegir estas dos carreras por esta razón."
2025-05-28,Monitoreo Especial 8,"La UAM inauguró la especialización en Medios Públicos, Creatividad e Innovación en Cuajimalpa y Xochimilco.","La Universidad Autónoma Metropolitana (UAM) ha inaugurado la especialización en Medios Públicos, Creatividad e Innovación, un posgrado que se impartirá en las unidades Cuajimalpa y Xochimilco. 
 
 La Secretaria General del Awam, Norma Rondero López, destacó que este programa, con una duración de tres trimestres, está diseñado para formar profesionales capaces de generar contenidos con responsabilidad social y compromiso democrático. 
 
 Rondero López subrayó la importancia de fortalecer los medios públicos a través de propuestas innovadoras y socialmente relevantes, en un momento crucial para la Comunicación en el país."
2025-05-28,Gaceta UNAM CDMX (sitio),Histórica Jornada de Debate Estudiantil Interuniversitario,"Se celebró la Jornada de Debate Estudiantil Interuniversitario para reflexionar entre jóvenes de cuatro universidades públicas de la Ciudad de México: la Universidad Autónoma Metropolitana, campus Xochimilco, la Universidad Autónoma de la Ciudad de México (UACM), la Universidad Nacional Rosario Castellanos y la Universidad Nacional Autónoma de México (UNAM), sobre la elección de jueces y magistrados del Poder Judicial de la Federación."
2025-05-28,EDT Estado del Tiempo MX (sitio),RTP moviliza a más de 240 mil estudiantes con Sendero Seguro en 2025,"Ciudad de México.- Durante los primeros cuatro meses de 2025, la Red de Transporte de Pasajeros (RTP) de la Ciudad de México ha logrado trasladar de manera segura, económica y eficiente a 242,242 estudiantes de nivel medio superior y superior a través del programa Sendero Seguro. Esta iniciativa tiene como objetivo proporcionar una alternativa de transporte que resguarde la integridad de miles de jóvenes, especialmente durante horarios extraordinarios y trayectos estratégicos."
2025-05-28,Julio Astillero (sitio),Gobierno de Sheinbaum no ha encontrado alternativas al actual modelo de pensiones: investigador (por Isaac Rosales de Astillero Informa),"El expresidente López Obrador tampoco se deshizo de la ""herencia neoliberal"" en materia de pensiones."
2025-05-27,Noticias MVS (Sitio),Convocatoria UAM 2025: estas son las carreras que NO tienen pase directo de Bachilleres,"La UAM lanzó su convocatoria 2025 con pase directo para alumnos de Bachilleres, pero no todas las carreras participan. Aquí los detalles."
2025-05-27,El Universal (sitio),RTP ha movilizado más de 242 mil estudiantes a través del programa Sendero Seguro; estas son las escuelas beneficiadas,"El programa brinda una tarifa especial al mostrar una identificación escolar especial, además de seguridad durante el trayecto"
2025-05-27,Infobae América (Sitio),Pase UAM 2025: cuáles son las licenciaturas que no participan en el proceso,Quienes concluyen sexto semestre en el Colegio de Bachilleres podrán acceder a este proceso
2025-05-27,Generación Universitaria CDMX (sitio),Pase UAM: lista de licenciaturas que no tienen pase automático el Bachilleres,"El 2025 trae excelentes noticias para todos los estudiantes de nivel medio superior pertenecientes al Colegio de Bachilleres, pues podrán estudiar en la Universidad Autónoma Metropolitana(UAM) sin hacer examen."
2025-05-27,EDT Estado del Tiempo MX (sitio),RTP moviliza a más de 240 mil estudiantes con Sendero Seguro en 2025,"Ciudad de México.- Durante los primeros cuatro meses de 2025, la Red de Transporte de Pasajeros (RTP) de la Ciudad de México ha logrado trasladar de manera segura, económica y eficiente a 242,242 estudiantes de nivel medio superior y superior a través del programa Sendero Seguro. Esta iniciativa tiene como objetivo proporcionar una alternativa de transporte que resguarde la integridad de miles de jóvenes, especialmente durante horarios extraordinarios y trayectos estratégicos."
2025-05-27,Metro Noticias MX (Sitio),"RTP servicio seguro para estudiantes, sin paradas intermedias y con tarifa preferencial","La Red de Transporte de Pasajeros (RTP) informa que, durante el primer cuatrimestre de 2025, ha movilizado de manera segura, exclusiva, económica y eficiente a 242 mil 242 estudiantes de nivel medio superior y superior de escuelas de la Ciudad de México, a través del programa Sendero Seguro."
2025-05-27,Hoja de Ruta (Sitio),Moviliza RTP a más de 242 mil 242 estudiantes de manera segura,"A través del programa Sendero Seguro, la RTP ha transportado a más de 242 mil estudiantes durante el primer cuatrimestre de este año Participan instituciones como la UNAM, IPN, UAM, UACM, TecNM, UPN y ENAH El servicio opera en horarios exclusivos, sin paradas intermedias y con tarifa preferencial"
2025-05-27,Julio Astillero Youtube,"En entrevista, Gustavo Leal, profesor investigador de la UAM Xochimilco, habló sobre la CNTE y la Ley del ISSSTE.","En entrevista, Gustavo Leal, profesor investigador en la Universidad Autónoma Metropolitana de Xochimilco y experto en salud, seguridad social, pensiones y vivienda, analizó la controversia en torno a la Ley del ISSSTE de 2007 y el Fondo de Pensiones para el Bienestar. 
 
 Leal argumentó que estas reformas han sido perjudiciales para los trabajadores, describiéndolas como tecnocráticas y neoliberales, diseñadas más para recortar beneficios que para proteger a los servidores públicos. Criticó la falta de soluciones estructurales por parte del gobierno de Claudia Sheinbaum y el manejo improvisado del Fondo de Pensiones para el Bienestar, que considera un parche ineficaz. Además, destacó la necesidad de un enfoque técnico y solidario real que beneficie a las poblaciones protegidas, en lugar de medidas coyunturales y propagandísticas."
2025-05-27,La Lista (sitio),Pase directo UAM 2025: Estas son licenciaturas a las que estudiantes de Bachilleres NO tienen pase directo,"Luego de que se diera a conocer la puesta en marcha del ""Pase UAM 2025"", un acuerdo entre la Universidad Autónoma Metropolitana (UAM) y el Colegio de Bachilleres (Colbach) para que los estudiantes del colegio puedan tener acceso a la Casa de Estudios Superiores, se dieron a conocer las licenciaturas a las que los estudiantes pueden tener acceso."
